date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,square_meters_num,square_meter_price,address,zip_code,city,area,region,nominal_interest_rate,annual_inflation_rate,mortgage_bond_yield_rate
8/26/2024,2024Q3,146049,Villa,regular_sale,1934,3005000,-5,7,180,16694.445,Havedal 6,6760,Ribe,South jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,89116,Townhouse,regular_sale,1960,4100000,3,4,93,44086.023,Skyttebjerg 33,2850,Nærum,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146040,Apartment,regular_sale,1902,3110000,0,2,53,58679.246,"Esromgade 10, 3. th",2200,København N,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146079,Apartment,regular_sale,1975,1625000,0,2,70,23214.285,"Hammeren 32, 2. 199",2630,Taastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146143,Villa,regular_sale,2022,4750000,0,5,180,26388.889,Sct Knuds Park 25,9800,Hjørring,North jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,146088,Villa,regular_sale,1924,1100000,-15,6,132,8333.333,Gregersens Alle 3,6705,Esbjerg A,South jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,146071,Summerhouse,regular_sale,1927,975000,-11,3,61,15983.606,Strandvejen Grønninghoved 5,6093,Sjølund,South jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,89123,Apartment,regular_sale,1891,3350000,0,4,104,32211.54,"Sjællandsgade 80, 1",8000,Aarhus C,East & mid jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,146125,Summerhouse,regular_sale,1965,1100000,-8,3,72,15277.777,Skovbrynet 15,3630,Jægerspris,North Zealand,Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146174,Villa,regular_sale,1979,620000,-4,4,113,5486.7256,Ahlefeldtvej 4,6200,Aabenraa,South jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,146163,Villa,regular_sale,1971,5500000,-8,5,153,35947.71,Tjørnebakken 14,3460,Birkerød,North Zealand,Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146028,Summerhouse,regular_sale,1967,945000,-5,3,35,27000,Dybkærvej 18,4200,Slagelse,Other islands,Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146023,Villa,regular_sale,1925,375000,-12,4,99,3787.879,Broagervej 23,9700,Brønderslev,North jutland,Jutland,3.35,1.13,4.34
8/26/2024,2024Q3,89112,Villa,regular_sale,1937,3275000,-1,5,127,25787.402,Kongensgade 57,3550,Slangerup,North Zealand,Zealand,3.35,1.13,4.34
8/26/2024,2024Q3,146138,Apartment,regular_sale,2018,7700000,0,4,168,45833.332,"Havneøen 9, 5. th",7100,Vejle,South jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146397,Farm,regular_sale,1855,2900000,-9,8,272,10661.765,Hou Engvej 18,9370,Hals,North jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146400,Farm,regular_sale,1921,1450000,-9,5,169,8579.882,Nefovej 11,9310,Vodskov,North jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146385,Villa,regular_sale,1998,3335000,-5,5,149,22382.55,Astermarksvej 44,8381,Tilst,East & mid jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146367,Villa,regular_sale,1949,4350000,-3,5,159,27358.49,Vestervej 22,2630,Taastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/25/2024,2024Q3,146371,Apartment,regular_sale,1939,1615000,0,2,65,24846.154,"Thuresensgade 33A, 2. th",5000,Odense C,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/25/2024,2024Q3,146257,Villa,regular_sale,1978,500000,-16,4,118,4237.288,Vibevej 44,6920,Videbæk,South jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146293,Apartment,regular_sale,1969,1100000,0,1,43,25581.395,"Ejboparken 37, 1. mf",4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
8/25/2024,2024Q3,146226,Townhouse,regular_sale,2006,5600000,0,4,122,45901.64,Sandløkken 27,2791,Dragør,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/25/2024,2024Q3,146285,Summerhouse,family_sale,1970,2200000,0,4,104,21153.846,Ravnsbækvej 1,8585,Glesborg,East & mid jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146290,Apartment,regular_sale,1957,3200000,-8,2,53,60377.36,"Adelgade 47, 2. mf",1304,København K,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/25/2024,2024Q3,146343,Villa,regular_sale,1989,1050000,-18,5,126,8333.333,Vestparken 2,6880,Tarm,South jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146198,Summerhouse,regular_sale,1971,3400000,-3,4,69,49275.363,Hanebjerg Skovvej 14C,3210,Vejby,North Zealand,Zealand,3.35,1.13,4.34
8/25/2024,2024Q3,146229,Summerhouse,regular_sale,1999,2090000,0,4,87,24022.988,Areflippen 65A,8400,Ebeltoft,East & mid jutland,Jutland,3.35,1.13,4.34
8/25/2024,2024Q3,146253,Villa,regular_sale,1887,1295000,-7,4,133,9736.842,Nyborgvej 205,5700,Svendborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/24/2024,2024Q3,146438,Apartment,regular_sale,2004,5800000,0,3,94,61702.13,"Edvard Falcks Gade 2, 3. tv",1569,København V,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/24/2024,2024Q3,146462,Villa,regular_sale,1944,695000,-13,5,156,4455.1284,Vinkelvej 184,8800,Viborg,East & mid jutland,Jutland,3.35,1.13,4.34
8/24/2024,2024Q3,146442,Summerhouse,regular_sale,1984,2825000,-4,5,75,37666.668,Vindgaf 35,6720,Fanø,South jutland,Jutland,3.35,1.13,4.34
8/24/2024,2024Q3,146480,Villa,regular_sale,1971,1925000,-4,5,154,12500,Sønderjyllands Alle 39,9900,Frederikshavn,North jutland,Jutland,3.35,1.13,4.34
8/24/2024,2024Q3,146434,Villa,regular_sale,1984,1650000,-8,4,114,14473.685,Jens Baggesens Vej 9,8400,Ebeltoft,East & mid jutland,Jutland,3.35,1.13,4.34
8/24/2024,2024Q3,146471,Summerhouse,regular_sale,1967,2210000,-6,3,55,40181.816,Stærevænget 4,3210,Vejby,North Zealand,Zealand,3.35,1.13,4.34
8/24/2024,2024Q3,146481,Summerhouse,regular_sale,1950,1075000,-10,5,76,14144.737,Drosselvej 22,3630,Jægerspris,North Zealand,Zealand,3.35,1.13,4.34
8/24/2024,2024Q3,146468,Villa,regular_sale,1953,3300000,-6,4,147,22448.98,Fredensborgvej 22,3080,Tikøb,North Zealand,Zealand,3.35,1.13,4.34
8/24/2024,2024Q3,146472,Villa,regular_sale,1934,3100000,-3,3,98,31632.652,Solvej 9,2635,Ishøj,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/23/2024,2024Q3,146521,Townhouse,regular_sale,1951,4395000,0,5,96,45781.25,Feldborgvej 10,2770,Kastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/23/2024,2024Q3,146546,Villa,regular_sale,2000,2057000,3,4,131,15702.29,Højagervej 5,8472,Sporup,East & mid jutland,Jutland,3.35,1.13,4.34
8/23/2024,2024Q3,146535,Summerhouse,regular_sale,2012,2900000,0,2,49,59183.67,Sjelborgdalen 50,6710,Esbjerg V,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146787,Apartment,regular_sale,1914,4600000,0,2,66,69696.97,"Astergade 45, st. tv",6700,Esbjerg,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146694,Apartment,regular_sale,1961,2360000,0,3,83,28433.734,"Møllebakken 32, 1. th",3400,Hillerød,North Zealand,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146739,Summerhouse,regular_sale,1977,1200000,-4,4,71,16901.408,Rørhønevej 11,7760,Hurup Thy,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146611,Villa,regular_sale,1905,960000,-4,2,103,9320.389,Kirsebærvej 21,4800,Nykøbing F,Other islands,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146677,Villa,regular_sale,1931,1116111,40,7,219,5096.3975,Nykøbingvej 118,4850,Stubbekøbing,Other islands,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146573,Villa,regular_sale,1948,825000,-15,5,134,6156.7163,Jernbanegade 2,8882,Fårvang,East & mid jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146746,Villa,regular_sale,1962,1300000,-3,5,150,8666.667,Nykøbingvej 216,4571,Grevinge,Other islands,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146651,Summerhouse,regular_sale,1973,1090000,-13,2,40,27250,Beravej 7,4583,Sjællands Odde,Other islands,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146716,Apartment,regular_sale,1946,1580000,-7,2,49,32244.898,"Vigerslevvej 273, 1. tv",2500,Valby,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146652,Villa,regular_sale,2005,1425000,0,5,92,15489.131,Fjand Strand 40,6990,Ulfborg,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146667,Apartment,regular_sale,1964,2150000,0,1,34,63235.293,"Kronprinsesse Sofies Vej 22, 5. 4",2000,Frederiksberg,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146668,Villa,regular_sale,1973,3995000,0,5,170,23500,Mørbjergparken 41,4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146768,Apartment,regular_sale,2014,2400000,-4,2,87,27586.207,"Ãkæret 9, 4. 1",7100,Vejle,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146760,Apartment,regular_sale,2018,3395000,0,3,72,47152.777,"Amagerfælledvej 120, st. th",2300,København S,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146644,Villa,regular_sale,1870,905000,-9,5,110,8227.272,Aastrupvej 47,4850,Stubbekøbing,Other islands,Zealand,3.35,1.13,4.34
8/22/2024,2024Q3,146798,Farm,family_sale,1940,390000,0,5,129,3023.2559,Bøgebjergvej 69,5672,Broby,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/22/2024,2024Q3,146784,Townhouse,regular_sale,1982,925000,0,3,77,12012.987,Nørretorp 58A,7400,Herning,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146785,Villa,regular_sale,1967,850000,-5,4,124,6854.839,Starupvej 14,6823,Ansager,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146630,Apartment,regular_sale,1700,800000,0,7,140,5714.2856,"Hornelund 6, 1",6800,Varde,South jutland,Jutland,3.35,1.13,4.34
8/22/2024,2024Q3,146747,Villa,family_sale,1967,1460000,0,6,147,9931.973,Tyrsbjergvej 80,5210,Odense NV,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/21/2024,2024Q3,146897,Townhouse,regular_sale,1967,2300000,0,4,123,18699.188,Ellebækvej 7,8520,Lystrup,East & mid jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,147090,Summerhouse,regular_sale,2016,3500000,-3,4,150,23333.334,Præstemarken 41,9560,Hadsund,North jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,146965,Villa,regular_sale,1976,4238000,-1,5,174,24356.322,Tornegårdsvej 7,4621,Gadstrup,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,147024,Townhouse,regular_sale,2006,2287500,-4,3,116,19719.828,Hobrovej 98E,9530,Støvring,North jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,147053,Apartment,regular_sale,2012,4195000,0,4,85,49352.94,"Clara Pontoppidans Vej 20, st. tv",2500,Valby,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146865,Villa,regular_sale,1827,1125000,-23,4,61,18442.623,Kystvejen 10,5466,Asperup,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/21/2024,2024Q3,146966,Villa,regular_sale,1977,950000,-5,5,125,7600,KongeAsen 134,4230,Skælskør,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146839,Villa,regular_sale,1949,1950000,-11,4,143,13636.363,Strandvejen 51,4880,Nysted,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146906,Villa,other_sale,1962,1600000,0,6,177,9039.548,Møllegade 36,6440,Augustenborg,South jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,146980,Villa,regular_sale,1934,750000,-21,4,132,5681.8184,Frilandsvej 59,9800,Hjørring,North jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,146887,Apartment,regular_sale,1967,1188400,0,3,75,15845.333,"Odensevej 112, 2. tv",4700,Næstved,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146867,Villa,regular_sale,1897,1495000,0,5,170,8794.117,Nr. Arslev Bygade 29,4800,Nykøbing F,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146937,Villa,regular_sale,1934,1250000,0,8,201,6218.9053,Lindevej 11,7900,Nykøbing M,South jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,146890,Summerhouse,regular_sale,1988,4470000,0,4,88,50795.453,Per Knoldsvej 10,6857,Blåvand,South jutland,Jutland,3.35,1.13,4.34
8/21/2024,2024Q3,146879,Townhouse,regular_sale,1943,5200000,-5,3,103,50485.438,Møllestien 13,2800,Kongens Lyngby,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146866,Summerhouse,regular_sale,1976,3000000,-9,6,154,19480.52,Perikumvej 5,4873,Væggerløse,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,147089,Villa,regular_sale,1983,7300000,-3,8,227,32158.59,Orehøjvej 1C,4320,Lejre,Other islands,Zealand,3.35,1.13,4.34
8/21/2024,2024Q3,146976,Villa,regular_sale,1974,1600000,-4,6,183,8743.169,Engdraget 59,6870,Algod,South jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147249,Apartment,regular_sale,1981,880000,0,2,52,16923.076,"Skejbygårdsvej 6, kl. 62",8240,Risskov,East & mid jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147149,Villa,regular_sale,1964,3375000,-6,6,177,19067.797,Ryttervænget 58,3650,Alstykke,North Zealand,Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147201,Villa,regular_sale,1964,3405000,1,5,147,23163.266,Gravlevvej 40,9520,Skørping,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147325,Villa,regular_sale,1924,6500000,0,5,161,40372.67,Eyvinds AllÃ© 7,5250,Odense SV,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/20/2024,2024Q3,147105,Villa,regular_sale,1974,1575000,-7,4,150,10500,Højtoften 9,9620,Aalestrup,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147159,Villa,regular_sale,1875,2075000,-6,5,179,11592.179,Kærtoften 3,8410,Rønde,East & mid jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147122,Villa,regular_sale,1890,755000,0,4,78,9679.487,Bøgballevej 38,8723,Løsning,East & mid jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147259,Apartment,regular_sale,1966,550000,0,3,76,7236.8423,"Vestervangsvej 71, 3. 311",8800,Viborg,East & mid jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147336,Villa,regular_sale,2003,1725000,-1,4,128,13476.5625,Klarlunden 27,9510,Arden,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147316,Summerhouse,regular_sale,2021,1615000,0,3,48,33645.832,Fjordstien 164,6950,Ringkøbing,South jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147206,Villa,regular_sale,1910,725000,-12,5,156,4647.436,Skolegade 35,4653,Karise,Other islands,Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147258,Farm,regular_sale,1938,5600000,-7,5,230,24347.826,Rørmosevej 2,4534,Hørve,Other islands,Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147298,Villa,regular_sale,1970,1040000,-5,5,131,7938.931,Middelfartgade 7,9900,Frederikshavn,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147271,Townhouse,regular_sale,1977,3600000,0,3,105,34285.715,Bregnevænget 13,3050,Humlebæk,North Zealand,Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147300,Villa,regular_sale,1905,950000,0,4,120,7916.6665,Banegårdspladsen 19,5600,Faaborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/20/2024,2024Q3,147287,Villa,regular_sale,1968,1145000,-4,5,127,9015.748,Engvej 32,9850,Hirtshals,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147121,Villa,regular_sale,1965,900000,-10,4,126,7142.857,Plantagen 4,5600,Faaborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/20/2024,2024Q3,147145,Apartment,regular_sale,1939,3300000,0,2,62,53225.805,"Bremensgade 29, 2. th",2300,København S,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147188,Villa,regular_sale,1971,1676000,-12,4,129,12992.248,Agatvej 4,8700,Horsens,East & mid jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147123,Townhouse,regular_sale,1990,3225000,0,4,92,35054.348,Lille Græsmarksvej 8B,4600,Køge,Other islands,Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147128,Villa,regular_sale,1969,610000,-5,4,105,5809.524,Heldbjergvej 3,6200,Aabenraa,South jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147213,Villa,regular_sale,1986,1627000,-7,6,179,9089.386,Hindbærhaven 2,3730,Nexø,Bornholm,Bornholm,3.35,1.13,4.34
8/20/2024,2024Q3,147276,Summerhouse,regular_sale,1998,1360000,-3,3,56,24285.715,Uglevej 4,4720,Præstø,Other islands,Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147129,Villa,regular_sale,1777,900000,0,4,98,9183.674,Marslev Byvej 9,5290,Marslev,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/20/2024,2024Q3,147286,Villa,regular_sale,1965,652000,10,4,122,5344.262,Bækvej 13,9300,Sæby,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147299,Apartment,regular_sale,1964,1500000,0,2,55,27272.727,"Taastrup Have 51, st. tv",2630,Taastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/20/2024,2024Q3,147247,Apartment,other_sale,1934,2500000,0,3,90,27777.777,"Jens Vævers Vej 2, st",9990,Skagen,North jutland,Jutland,3.35,1.13,4.34
8/20/2024,2024Q3,147125,Villa,regular_sale,1946,820000,-5,2,75,10933.333,Garvervej 7,4760,Vordingborg,Other islands,Zealand,3.35,1.13,4.34
8/19/2024,2024Q3,147573,Summerhouse,regular_sale,1967,2850000,-11,3,88,32386.363,Egholmvej 4,5600,Faaborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/19/2024,2024Q3,147486,Villa,regular_sale,1959,6600000,2,6,133,49624.06,Asminderødvej 11,2650,Hvidovre,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/19/2024,2024Q3,147530,Summerhouse,regular_sale,1985,1825000,-9,4,73,25000,Klittornvej 6,9493,Saltum,North jutland,Jutland,3.35,1.13,4.34
8/19/2024,2024Q3,147510,Apartment,regular_sale,1936,1200000,0,2,62,19354.838,"Nyvangsvej 32A, 1. th",5000,Odense C,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/19/2024,2024Q3,147416,Apartment,family_sale,1983,1445000,0,2,70,20642.857,"Vestervang 32, 4. th",8000,Aarhus C,East & mid jutland,Jutland,3.35,1.13,4.34
8/19/2024,2024Q3,147503,Apartment,regular_sale,1963,1050000,0,2,59,17796.61,Kløvervej 21C,6600,Vejen,South jutland,Jutland,3.35,1.13,4.34
8/19/2024,2024Q3,147557,Villa,regular_sale,1953,925000,-7,4,91,10164.835,Storegade 82,8752,Astbirk,East & mid jutland,Jutland,3.35,1.13,4.34
8/19/2024,2024Q3,147403,Villa,regular_sale,2001,1690000,0,6,196,8622.449,Terkelsbøl Bygade 16,6360,Tinglev,South jutland,Jutland,3.35,1.13,4.34
8/19/2024,2024Q3,147431,Villa,family_sale,1957,950000,0,3,120,7916.6665,Hebevej 17,5800,Nyborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/19/2024,2024Q3,147508,Villa,regular_sale,1962,1900000,-4,4,107,17757.01,Vodskov Kirkevej 69,9310,Vodskov,North jutland,Jutland,3.35,1.13,4.34
8/19/2024,2024Q3,147418,Summerhouse,regular_sale,1974,915000,0,3,61,15000,Myntevænget 14,4750,Lundby,Other islands,Zealand,3.35,1.13,4.34
8/19/2024,2024Q3,147468,Villa,regular_sale,1912,10750000,-2,8,190,56578.95,Holcks Plads 18,2700,Brønshøj,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/19/2024,2024Q3,147363,Villa,regular_sale,1874,2580000,0,8,187,13796.791,Gl Tuse Næs Vej 9,4300,Holbæk,Other islands,Zealand,3.35,1.13,4.34
8/19/2024,2024Q3,147411,Apartment,regular_sale,1935,826000,0,3,76,10868.421,"Astre Alle 38, 2. tv",4800,Nykøbing F,Other islands,Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147676,Townhouse,regular_sale,1969,1520000,-5,4,101,15049.505,Charles Roos Vænget 29,5270,Odense N,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/18/2024,2024Q3,147731,Villa,regular_sale,1979,1525000,-5,5,151,10099.338,Regulusparken 29,7323,Give,South jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147701,Villa,regular_sale,2006,7795000,0,7,257,30330.74,Solbakken 9,4300,Holbæk,Other islands,Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147822,Townhouse,regular_sale,1922,800000,-16,3,70,11428.571,"Kongevejen 31, st",6950,Ringkøbing,South jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147799,Villa,regular_sale,2003,5000000,-6,7,204,24509.805,Anes Høj 3,8660,Skanderborg,East & mid jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147708,Villa,regular_sale,1957,335000,-11,3,87,3850.5747,Skagensvej 228,9900,Frederikshavn,North jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147672,Apartment,regular_sale,1958,3395000,0,3,75,45266.668,"Cedervænget 41, 3. th",2830,Virum,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147749,Summerhouse,regular_sale,1979,1505000,1,4,80,18812.5,Kr Madsens Vej 17,6960,Hvide Sande,South jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147751,Villa,regular_sale,1967,3198000,0,4,111,28810.81,Højvangsvej 46,8260,Viby J,East & mid jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147684,Villa,regular_sale,1969,450000,-17,4,122,3688.5247,Kløvertoften 21,6430,Nordborg,South jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147768,Apartment,regular_sale,1967,1832000,0,3,75,24426.666,"Gyvelvej 12D, 1. th",4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147719,Villa,regular_sale,1966,5150000,-4,6,168,30654.762,Tværager 47,2670,Greve,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147761,Townhouse,regular_sale,2007,3350000,-1,4,97,34536.082,Højvangen 26,2690,Karlslunde,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147741,Villa,regular_sale,1971,1870000,-5,4,112,16696.428,Ternebakkevej 1,8700,Horsens,East & mid jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147600,Villa,regular_sale,1970,695000,-13,5,94,7393.617,Tyttebærvej 8,6430,Nordborg,South jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147634,Summerhouse,regular_sale,1972,1072500,-6,4,75,14300,Fejøvej 23,8585,Glesborg,East & mid jutland,Jutland,3.35,1.13,4.34
8/18/2024,2024Q3,147686,Townhouse,regular_sale,1990,1910000,-4,3,86,22209.303,Baunetoften 16,3320,Skævinge,North Zealand,Zealand,3.35,1.13,4.34
8/18/2024,2024Q3,147827,Summerhouse,regular_sale,2009,2545000,0,4,99,25707.07,Riskrogvej 21,6960,Hvide Sande,South jutland,Jutland,3.35,1.13,4.34
8/17/2024,2024Q3,147904,Apartment,regular_sale,1917,2900000,0,3,76,38157.895,"Tjørnegårdsvej 6, 1",4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
8/17/2024,2024Q3,147867,Villa,regular_sale,1945,8550000,-5,7,141,60638.297,Bystykket 19,2850,Nærum,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/17/2024,2024Q3,147892,Villa,family_sale,1952,695000,0,4,105,6619.048,Hesbjergvej 10,5491,Blommenslyst,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/17/2024,2024Q3,147838,Villa,regular_sale,1972,3350000,-9,5,132,25378.787,Havetoften 65,2630,Taastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/17/2024,2024Q3,147893,Summerhouse,regular_sale,1960,1487500,-7,3,45,33055.555,Fløjtevej 2,4573,Højby,Other islands,Zealand,3.35,1.13,4.34
8/17/2024,2024Q3,147898,Summerhouse,regular_sale,1960,380000,0,2,66,5757.5757,Egevej Væltesbakke 14,9560,Hadsund,North jutland,Jutland,3.35,1.13,4.34
8/16/2024,2024Q3,147940,Villa,regular_sale,1889,1900000,-17,6,136,13970.588,Fiskervænget 2,5600,Faaborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/16/2024,2024Q3,147956,Summerhouse,regular_sale,1984,1695000,0,3,46,36847.824,Koglevænget 42,4573,Højby,Other islands,Zealand,3.35,1.13,4.34
8/16/2024,2024Q3,147959,Apartment,regular_sale,1902,1960000,0,3,74,26486.486,"Roersvej 11, st. tv",5000,Odense C,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/16/2024,2024Q3,147919,Summerhouse,regular_sale,1974,1600000,-11,4,78,20512.82,Brudbjergvej 13,6830,Nørre Nebel,South jutland,Jutland,3.35,1.13,4.34
8/15/2024,2024Q3,148110,Villa,regular_sale,1956,4250000,-6,6,116,36637.93,Nattergalevej 28,8210,Aarhus V,East & mid jutland,Jutland,3.35,1.13,4.34
8/15/2024,2024Q3,147995,Villa,regular_sale,1966,795000,0,4,110,7227.273,Gartnervænget 3,4900,Nakskov,Other islands,Zealand,3.35,1.13,4.34
8/15/2024,2024Q3,148000,Apartment,regular_sale,1902,2850000,0,3,85,33529.41,"Emil Bojsens Gade 16, 1",8700,Horsens,East & mid jutland,Jutland,3.35,1.13,4.34
8/15/2024,2024Q3,148191,Townhouse,regular_sale,2023,5895000,0,5,136,43345.59,Laanshøj Alle 130,3500,Værløse,North Zealand,Zealand,3.35,1.13,4.34
8/15/2024,2024Q3,148028,Villa,regular_sale,1902,1125000,-6,4,141,7978.7236,Trehøjevej 70,8981,Spentrup,East & mid jutland,Jutland,3.35,1.13,4.34
